,Unnamed: 0,einID,einStichtag,einRPOM,einEOM,strkey,Hausnummer_Zusatz,PLZ,einKLRG,Schulbezirk,einGebID,einWohnsitzart,Geschlecht,Religion,Staatange#1,Staatange#2,ADA,einGeburtstag,einAlter,einAlter_Monate,einZuzugsdatum,einZuzugsalter,einFamiliebestand,einPartner_geschlecht,einPartner_Staatangehörigkeit,einEhestaat
144682,144682,42024,2025-06-30,0,0,780,6,67069,21210631,510,0,40,2,so,0,,1,1978-06-18,47,566,2012-03-31,13,4,9,998,9
30190,30190,119049,2025-06-30,0,0,118,63,67059,11220211,110,0,40,1,oa,0,,1,1972-07-01,53,638,2017-01-31,8,2,2,438,2
140796,140796,64607,2025-06-30,0,0,758,31,67061,51360621,220,0,40,1,so,125,,3,1979-04-19,46,556,2013-09-15,12,2,2,125,3
134859,134859,141924,2025-06-30,0,0,726,19,67071,35140221,440,0,40,1,ev,0,,1,1958-10-05,66,803,2019-07-01,6,2,2,0,1
142704,142704,105701,2025-06-30,0,0,770,39,67065,52151511,230,0,40,2,oa,0,152.0,2,2010-09-13,15,180,2010-09-13,15,1,9,998,9
174131,174131,60775,2025-06-30,0,0,951,26,67065,41131012,310,0,40,2,oa,0,232.0,2,1987-01-05,38,464,2009-05-15,16,4,9,998,9
104995,104995,158341,2025-06-30,0,0,554,15,67063,13130311,710,0,40,2,oa,273,,3,2017-11-08,7,94,2021-11-01,3,1,9,998,9
179541,179541,153250,2025-06-30,0,0,984,13,67061,12220211,120,0,40,1,so,170,,3,1994-08-02,31,373,2024-05-17,1,1,9,998,9
179231,179231,117325,2025-06-30,0,0,981,39,67063,13150421,720,0,40,2,oa,0,125.0,2,2016-06-04,9,111,2016-06-04,9,1,9,998,9
87788,87788,151696,2025-06-30,0,0,429,8,67063,13130731,710,0,40,1,oa,151,,3,1999-02-26,26,318,2025-04-01,0,1,9,998,9
65135,65135,29252,2025-06-30,0,0,284,64,67071,31161211,410,0,40,1,oa,0,,1,1965-02-10,60,727,1980-12-01,44,2,2,0,1
172457,172457,47239,2025-06-30,0,0,942,9,67063,15220251,610,0,40,1,rk,0,,1,1941-04-06,84,1013,2025-01-01,0,2,2,0,1
41928,41928,108761,2025-06-30,0,0,166,56,67067,42150132,320,0,40,2,ev,0,,1,1973-05-11,52,628,2011-09-30,13,2,1,134,2
84085,84085,85538,2025-06-30,0,0,40,42,67071,31120421,410,0,40,1,oa,0,,1,1970-08-26,55,660,2005-03-01,20,1,9,998,9
63604,63604,122530,2025-06-30,0,0,275,163,67071,35111031,440,0,40,1,oa,0,160.0,2,1986-10-26,38,466,2018-01-01,7,1,9,998,9
4128,4128,115721,2025-06-30,0,0,1019,219,67063,15830932,630,0,40,1,rk,125,,3,1976-10-15,48,587,2015-11-01,9,2,2,125,3
89565,89565,108464,2025-06-30,0,0,438,54,67059,11160441,110,0,40,1,oa,0,,1,1952-04-16,73,881,2011-04-01,14,4,9,998,9
95740,95740,119259,2025-06-30,0,0,475,59,67063,15270121,610,0,40,1,rk,130,,3,1967-04-06,58,701,2016-07-01,9,2,2,130,3
50085,50085,126134,2025-06-30,0,0,197,31,67063,15141011,620,0,40,1,rk,0,232.0,2,2016-08-09,9,109,2016-08-09,9,1,9,998,9
32787,32787,156768,2025-06-30,0,0,1277,13,67065,51350431,220,0,40,2,oa,423,,3,2002-01-01,23,284,2021-03-15,4,5,9,998,9
84931,84931,103533,2025-06-30,0,0,416,107,67061,12410611,130,0,40,2,oa,0,,1,1977-09-09,48,576,2008-11-01,16,2,1,0,1
30316,30316,171396,2025-06-30,0,0,118,67,67059,11220211,110,0,40,1,oa,137,,3,2002-02-18,23,282,2022-07-16,3,1,9,998,9
168569,168569,143678,2025-06-30,0,0,924,126E,67061,12250711,120,0,40,1,oa,144,,3,1996-10-05,28,347,2022-12-01,2,1,9,998,9
132608,132608,31488,2025-06-30,0,0,716,16,67065,51320131,220,0,40,2,oa,0,,1,1989-07-03,36,434,2013-06-10,12,1,9,998,9
21558,21558,101860,2025-06-30,0,0,1130,11,67063,15140721,620,0,40,1,oa,0,,1,1974-08-15,51,613,2009-10-07,15,1,9,998,9
49011,49011,121568,2025-06-30,0,0,192,44,67059,14120812,730,0,40,1,oa,125,144.0,3,1974-03-26,51,617,2017-11-08,7,2,2,125,3
33953,33953,92429,2025-06-30,0,0,130,48,67065,51390241,220,0,40,2,rk,137,,3,2003-02-21,22,270,2016-03-01,9,1,9,998,9
59252,59252,102451,2025-06-30,0,0,250,4,67063,15260431,610,0,40,2,oa,0,,1,1983-01-15,42,512,2005-07-14,20,2,1,0,1
119106,119106,15973,2025-06-30,0,0,636,117,67061,12340121,130,0,40,1,ev,0,,1,1984-06-09,41,495,2020-07-01,5,1,9,998,9
169871,169871,35025,2025-06-30,0,0,924,91,67061,12110312,210,0,40,1,oa,0,,1,1969-03-23,56,677,1969-03-23,56,1,9,998,9
154201,154201,103939,2025-06-30,0,0,842,6,67071,31181011,410,0,40,1,oa,0,134.0,2,1964-05-11,61,736,2008-10-25,16,2,2,0,1
155530,155530,160516,2025-06-30,0,0,848,31,67061,12220322,120,0,40,2,oa,273,,3,1992-02-20,33,402,2021-10-04,3,5,9,998,9
141901,141901,179752,2025-06-30,0,0,762,20,67065,41420221,240,0,40,1,rk,130,,3,1984-07-28,41,493,2022-11-01,2,1,9,998,9
121001,121001,173579,2025-06-30,0,0,654,4,67063,13230131,720,0,40,2,oa,0,345.0,2,2025-03-08,0,6,2025-03-08,0,1,9,998,9
107758,107758,179430,2025-06-30,0,0,571,1,67065,52151411,230,0,40,1,so,997,,3,1995-01-17,30,368,2023-01-23,2,1,9,998,9
180727,180727,80166,2025-06-30,0,0,994,9,67067,42120711,320,0,40,1,ev,0,,1,1955-11-22,69,837,1955-11-22,69,2,2,0,1
169846,169846,83924,2025-06-30,0,0,924,89,67061,12110311,210,0,40,2,oa,0,134.0,2,1965-05-09,60,724,2025-01-01,0,2,1,0,1
76130,76130,104894,2025-06-30,0,0,357,120,67071,35140931,440,0,40,1,so,154,,3,1979-07-28,46,553,2009-11-09,15,2,9,998,9
104009,104009,165224,2025-06-30,0,0,54,6,67071,31410131,420,0,40,1,oa,166,,3,1960-06-27,65,782,2022-03-08,3,1,9,998,9
78695,78695,60759,2025-06-30,0,0,369,31,67071,31170621,410,0,40,2,oa,0,,1,2002-03-23,23,281,2007-08-19,18,1,9,998,9
4142,4142,135023,2025-06-30,0,0,1019,219,67063,15830932,630,0,40,1,oa,125,,3,1979-03-29,46,557,2019-01-01,6,2,2,125,3
120157,120157,155823,2025-06-30,0,0,648,3,67065,41131021,310,0,40,2,so,0,,1,1996-10-31,28,346,2020-10-03,4,2,1,163,2
34887,34887,112051,2025-06-30,0,0,137,24,67063,13170241,710,0,40,2,oa,0,,1,1991-03-25,34,413,2015-04-30,10,2,1,0,1
58580,58580,25385,2025-06-30,0,0,248,23,67065,51350121,220,0,40,1,oa,0,,1,1962-03-02,63,762,1962-03-02,63,2,2,0,1
80623,80623,52422,2025-06-30,0,0,384,9,67069,22161222,520,0,40,1,oa,0,152.0,2,1947-09-26,77,935,1987-08-24,38,2,2,0,1
26821,26821,59211,2025-06-30,0,0,1158,1,67059,11120221,110,0,40,2,rk,0,,1,1963-09-16,62,744,1970-01-01,55,1,9,998,9
88862,88862,180961,2025-06-30,0,0,438,13,67059,11220621,110,0,40,2,oa,129,,3,2001-12-15,23,285,2024-03-01,1,1,9,998,9
75389,75389,65762,2025-06-30,0,0,353,6,67071,31450431,430,0,40,2,ev,0,,1,1962-11-15,62,754,1962-11-15,62,4,9,998,9
28545,28545,165555,2025-06-30,0,0,1173,5,67061,12330821,130,0,40,2,oa,0,,1,1982-12-11,42,513,2024-07-15,1,1,9,998,9
118109,118109,57380,2025-06-30,0,0,627,43,67067,42140921,320,0,40,2,oa,0,,1,1963-06-15,62,747,2001-07-01,24,2,1,0,1
12734,12734,34888,2025-06-30,0,0,1077,118,67067,41110131,310,0,40,2,oa,0,163.0,2,1996-12-06,28,345,1996-12-06,28,2,1,0,1
153063,153063,128350,2025-06-30,0,0,834,8,67071,31440112,430,0,40,2,oa,142,,3,1997-09-20,27,335,2018-12-07,6,2,1,142,3
75284,75284,75637,2025-06-30,0,0,353,25,67071,31450315,430,0,40,2,ev,0,,1,1950-07-14,75,902,1969-12-08,55,2,1,0,1
149944,149944,88640,2025-06-30,0,0,814,32,67071,35121312,440,0,40,1,ev,0,,1,2014-05-05,11,136,2014-05-05,11,1,9,998,9
10476,10476,11333,2025-06-30,0,0,1065,31,67069,22170771,520,0,40,2,ev,0,,1,1950-02-10,75,907,2025-01-01,0,4,9,998,9
120662,120662,12918,2025-06-30,0,0,652,3,67067,42110331,320,0,40,1,oa,0,137.0,2,1983-07-11,42,506,2025-01-01,0,2,2,0,1
45598,45598,180575,2025-06-30,0,0,17,18,67071,31140911,410,0,40,1,oa,0,,1,2004-07-06,21,254,2023-10-01,1,1,9,998,9
123422,123422,7603,2025-06-30,0,0,671,40,67067,52122211,230,0,40,1,rk,0,,1,1973-08-04,52,625,2011-07-01,14,4,9,998,9
126139,126139,37823,2025-06-30,0,0,67,3,67063,15810111,630,0,40,1,rk,0,,1,1996-12-05,28,345,2012-05-01,13,1,9,998,9
127637,127637,121936,2025-06-30,0,0,690,38,67059,11120241,110,0,40,1,oa,154,,3,1987-01-02,38,464,2018-01-30,7,2,2,154,3
148756,148756,123453,2025-06-30,0,0,804,4,67059,11140642,110,0,40,1,oa,998,,3,2016-12-26,8,104,2016-12-26,8,1,9,998,9
26624,26624,176729,2025-06-30,0,0,1152,18,67065,51310631,220,0,40,2,so,273,,3,1987-01-02,38,464,2024-02-16,1,1,9,998,9
91570,91570,157954,2025-06-30,0,0,453,2,67059,14120631,730,0,40,1,oa,0,137.0,2,2021-04-09,4,53,2021-04-09,4,1,9,998,9
129882,129882,135696,2025-06-30,0,0,698,12,67059,11150331,110,0,40,1,oa,0,,1,2017-09-27,7,95,2018-08-01,7,1,9,998,9
72723,72723,44813,2025-06-30,0,0,33,29,67065,52151521,230,0,40,1,oa,0,,1,1937-01-10,88,1064,2017-10-11,7,2,2,0,1
181024,181024,71662,2025-06-30,0,0,999,47,67067,52141911,230,0,40,2,rk,137,,3,1937-12-25,87,1052,2025-01-01,0,2,1,137,3
163881,163881,90429,2025-06-30,0,0,896,42,67063,13240221,720,0,40,1,oa,0,,1,2014-05-21,11,135,2014-05-21,11,1,9,998,9
73497,73497,33043,2025-06-30,0,0,341,68,67069,21140611,510,0,40,2,so,461,,3,1987-11-16,37,454,2011-08-31,14,2,1,0,2
127822,127822,180853,2025-06-30,0,0,690,45,67059,11130321,110,0,40,1,oa,125,,3,2011-02-18,14,174,2023-03-08,2,1,9,998,9
10970,10970,138299,2025-06-30,0,0,1067,30,67059,14120323,730,0,40,2,so,125,,3,2010-11-22,14,177,2019-01-01,6,1,9,998,9
69479,69479,111533,2025-06-30,0,0,317,138,67059,14170314,730,0,40,2,oa,125,,3,2010-03-07,15,186,2012-05-08,13,1,9,998,9
93711,93711,16352,2025-06-30,0,0,469,149,67065,41310113,240,0,40,2,rk,0,155.0,2,2008-03-30,17,209,2008-03-30,17,1,9,998,9
54946,54946,148361,2025-06-30,0,0,224,59,67063,13120111,720,0,40,1,rk,155,,3,1995-02-07,30,367,2022-05-24,3,1,9,998,9
159116,159116,131409,2025-06-30,0,0,869,24,67071,31351336,420,0,40,2,rk,0,,1,1986-09-17,39,468,2016-01-15,9,2,1,0,1
138639,138639,15846,2025-06-30,0,0,755,10,67069,22130911,520,0,40,2,ev,0,,1,1955-08-17,70,841,2025-01-01,0,2,1,0,1
173594,173594,112525,2025-06-30,0,0,94,22,67069,21110641,510,0,40,1,rk,0,166.0,2,2014-07-11,11,134,2014-07-11,11,1,9,998,9
15972,15972,55700,2025-06-30,0,0,109,3,67059,14150111,730,0,40,1,rk,0,,1,1960-01-29,65,787,1960-01-29,65,2,2,0,1
52500,52500,53842,2025-06-30,0,0,212,28,67071,31321321,420,0,40,2,rk,0,,1,1962-06-23,63,758,2019-09-01,6,2,1,0,1
35532,35532,126851,2025-06-30,0,0,137,85,67059,13271111,720,0,40,2,so,154,,3,2000-10-17,24,299,2016-12-02,8,1,9,998,9
34394,34394,10935,2025-06-30,0,0,135,2,67063,15831011,630,0,40,1,ev,0,,1,1950-09-26,74,899,1985-04-16,40,3,9,998,9
50851,50851,103846,2025-06-30,0,0,200,9,67067,52130921,230,0,40,2,oa,170,,3,1997-06-15,28,339,2009-11-30,15,2,1,144,3
92737,92737,52067,2025-06-30,0,0,461,13,67071,35192132,440,0,40,2,rk,0,,1,1948-05-21,77,927,1982-03-01,43,2,1,0,1
47715,47715,15960,2025-06-30,0,0,182,58,67069,23410441,530,0,40,1,ev,0,,1,1987-05-21,38,459,1987-05-21,38,2,2,0,1
20866,20866,10773,2025-06-30,0,0,1122,9,67071,31490611,420,0,40,1,oa,0,,1,1948-08-08,77,925,2025-01-01,0,2,2,0,1
100616,100616,15218,2025-06-30,0,0,529,34,67069,21140241,510,0,20,1,ev,0,,1,1980-04-19,45,544,1980-04-19,45,1,9,998,9
51221,51221,16918,2025-06-30,0,0,203,168,67071,31151511,410,0,40,2,ev,0,,1,1988-11-27,36,441,1988-11-27,36,1,9,998,9
57677,57677,67210,2025-06-30,0,0,245,24,67061,12350441,130,0,40,1,oa,0,,1,1973-04-26,52,628,1991-09-01,34,2,2,0,1
8898,8898,79766,2025-06-30,0,0,1053,12,67069,21210621,510,0,40,2,rk,0,,1,1958-01-23,67,811,1958-01-23,67,3,9,998,9
7380,7380,46693,2025-06-30,0,0,1042,9,67071,31480831,430,0,40,2,oa,0,,1,1949-01-07,76,920,1991-10-25,33,3,9,998,9
146951,146951,143013,2025-06-30,0,0,793,2,67061,12310331,130,0,40,1,oa,0,,1,2022-07-09,3,38,2022-07-09,3,1,9,998,9
181479,181479,6794,2025-06-30,0,0,9,150,67071,31711231,430,0,40,1,ev,0,,1,1976-02-20,49,594,1976-02-20,49,2,2,0,1
43607,43607,725,2025-06-30,0,0,175,22,67069,23410421,530,0,40,2,oa,0,262.0,2,2013-07-11,12,146,2013-07-11,12,1,9,998,9
131405,131405,144213,2025-06-30,0,0,707,88,67071,31950811,420,0,40,1,oa,475,,3,1995-07-11,30,362,2024-11-12,0,5,9,998,9
93013,93013,704,2025-06-30,0,0,464,12,67069,21120521,510,0,40,1,oa,0,,1,1967-03-08,58,702,1967-03-08,58,2,2,0,1
94602,94602,158891,2025-06-30,0,0,473,7,67065,51380321,220,0,40,1,rk,0,137.0,2,2021-12-06,3,45,2021-12-06,3,1,9,998,9
158510,158510,130957,2025-06-30,0,0,862,48A,67067,52160922,230,0,40,2,oa,0,,1,2013-08-10,12,145,2016-10-01,8,1,9,998,9
400,400,180492,2025-06-30,0,0,1002,87,67063,15140911,630,0,40,2,oa,166,,3,1992-11-03,32,394,2022-03-06,3,2,1,470,3
130220,130220,141756,2025-06-30,0,0,700,19,67065,51340711,220,0,40,2,so,122,,3,1984-11-25,40,489,2019-12-16,5,2,1,122,3
14830,14830,60854,2025-06-30,0,0,1094,5,67071,31450821,430,0,40,2,rk,0,,1,1972-03-27,53,641,1972-03-27,53,2,1,0,1
50542,50542,146938,2025-06-30,0,0,199,2,67063,13130651,710,0,40,1,ev,439,,3,1998-04-26,27,328,2023-05-30,2,1,9,998,9
84702,84702,9718,2025-06-30,0,0,414,1,67071,31460211,430,0,40,2,rk,0,,1,1961-02-20,64,774,1961-02-20,64,2,1,161,2
180854,180854,6835,2025-06-30,0,0,995,69,67067,41150513,310,0,40,1,ev,0,,1,1968-10-29,56,682,1968-12-27,56,1,9,998,9
82682,82682,145284,2025-06-30,0,0,396,57,67063,13150322,710,0,40,1,oa,137,,3,2022-06-15,3,39,2022-06-15,3,1,9,998,9
177253,177253,179491,2025-06-30,0,0,969,12,67061,12280241,120,0,40,2,oa,0,223.0,2,2025-02-18,0,6,2025-02-18,0,1,9,998,9
109574,109574,71627,2025-06-30,0,0,579,25,67065,41320111,240,0,40,2,ev,0,,1,1936-10-06,88,1067,1957-06-19,68,3,9,998,9
179700,179700,111854,2025-06-30,0,0,984,30,67061,12220132,120,0,40,1,oa,150,170.0,3,1983-08-01,42,505,2015-03-07,10,2,2,170,3
114209,114209,63311,2025-06-30,0,0,602,140,67067,41210624,330,0,40,2,ev,0,,1,1967-04-17,58,701,1967-04-17,58,2,1,0,1
23014,23014,1896,2025-06-30,0,0,1137,70,67061,12230341,120,0,40,1,rk,152,,3,1976-11-01,48,586,2013-03-20,12,2,2,152,3
51865,51865,73358,2025-06-30,0,0,206,20,67071,31450212,430,0,40,2,oa,0,,1,1954-04-17,71,857,1958-06-16,67,3,9,998,9
17262,17262,90395,2025-06-30,0,0,10,6,67071,31470111,430,0,40,1,oa,150,170.0,3,2012-09-17,13,156,2012-09-17,13,1,9,998,9
3643,3643,22323,2025-06-30,0,0,1019,165,67063,15280111,630,0,40,1,oa,0,,1,1992-02-13,33,403,1992-02-13,33,2,2,0,1
106281,106281,126588,2025-06-30,0,0,560,14,67071,31140711,410,0,40,2,rk,0,,1,2002-10-17,22,275,2017-07-16,8,1,9,998,9
49465,49465,176334,2025-06-30,0,0,196,137,67063,15220611,610,0,40,1,oa,423,,3,2007-07-17,18,218,2023-01-30,2,1,9,998,9
75110,75110,73712,2025-06-30,0,0,353,20,67071,31450811,430,0,40,2,oa,0,,1,1999-03-06,26,318,2005-12-16,19,2,1,163,2
30225,30225,93607,2025-06-30,0,0,118,65,67059,11220211,110,0,40,2,oa,0,998.0,2,2003-11-12,21,262,2003-11-12,21,1,9,998,9
153423,153423,179882,2025-06-30,0,0,838,42,67065,51211711,220,0,40,1,so,125,,3,1977-08-29,48,576,2023-07-01,2,1,9,998,9
151376,151376,60745,2025-06-30,0,0,827,53,67061,12230311,120,0,40,2,oa,0,,1,1965-09-01,60,720,2011-03-04,14,4,9,998,9
111372,111372,1099,2025-06-30,0,0,58,3,67071,35192611,440,0,40,1,oa,0,,1,1966-01-26,59,715,1966-01-26,59,1,9,998,9
102493,102493,80976,2025-06-30,0,0,545,64,67067,52162211,230,0,40,2,oa,0,,1,2005-12-14,19,237,2007-04-01,18,1,9,998,9
148954,148954,2557,2025-06-30,0,0,805,35,67063,15280531,630,0,40,1,ev,0,,1,1967-08-26,58,696,1967-09-15,58,2,2,0,1
171728,171728,160298,2025-06-30,0,0,939,31,67063,13170221,710,0,40,1,oa,163,,3,2020-05-21,5,63,2020-05-21,5,1,9,998,9
120410,120410,19234,2025-06-30,0,0,651,11,67067,41210811,330,0,40,1,rk,0,,1,1956-06-22,69,830,1956-06-22,69,2,2,0,1
160271,160271,72724,2025-06-30,0,0,871,64,67065,51390441,220,0,40,1,oa,0,,1,1970-01-09,55,668,2008-03-26,17,2,2,0,1
118417,118417,113004,2025-06-30,0,0,629,79,67069,21220212,510,0,40,2,oa,0,137.0,2,2015-05-12,10,124,2017-08-20,8,1,9,998,9
80109,80109,24834,2025-06-30,0,0,378,12,67069,22161211,520,0,40,1,rk,0,152.0,2,1962-03-23,63,761,1988-06-24,37,2,2,0,1
139300,139300,163585,2025-06-30,0,0,758,153,67061,12280521,120,0,20,1,oa,163,,3,1966-01-01,59,716,2024-06-12,1,2,2,998,9
67876,67876,180627,2025-06-30,0,0,303,6,67071,31320121,420,0,40,1,oa,163,,3,2024-02-02,1,19,2024-02-02,1,1,9,998,9
8025,8025,151441,2025-06-30,0,0,1048,14,67067,41130411,310,0,40,1,ev,0,,1,2019-05-10,6,76,2021-08-20,4,1,9,998,9
882,882,383,2025-06-30,0,0,1007,10,67071,31910332,420,0,40,1,oa,165,,3,1974-02-01,51,619,2020-03-10,5,2,2,998,9
74989,74989,121229,2025-06-30,0,0,353,12,67071,31450431,430,0,40,2,rk,130,,3,1994-08-13,31,373,2018-02-01,7,2,1,130,3
157668,157668,90623,2025-06-30,0,0,857,51,67071,31360841,430,0,40,2,rk,0,,1,1976-05-20,49,591,1976-05-20,49,2,1,0,1
19635,19635,147584,2025-06-30,0,0,1110,9,67063,13160311,710,0,40,1,oa,475,,3,2003-05-10,22,268,2022-12-13,2,5,9,998,9
48442,48442,180616,2025-06-30,0,0,188,15,67063,13250511,720,0,40,2,oa,0,130.0,2,2025-02-27,0,6,2025-02-27,0,1,9,998,9
131317,131317,153791,2025-06-30,0,0,707,84,67071,31950811,420,0,40,1,oa,232,,3,1982-07-28,43,517,2020-10-13,4,5,9,998,9
52790,52790,58192,2025-06-30,0,0,213,6A,67065,41430321,240,0,40,1,oa,0,,1,1960-08-13,65,781,1960-08-13,65,2,2,0,1
72504,72504,115904,2025-06-30,0,0,339,25,67071,31470321,430,0,40,2,rk,165,,3,1975-07-20,50,601,2015-07-01,10,1,9,998,9
22613,22613,112098,2025-06-30,0,0,1137,42,67061,12220431,120,0,40,1,so,0,,1,2010-05-23,15,183,2015-02-28,10,1,9,998,9
119714,119714,4358,2025-06-30,0,0,63,5,67069,23420911,530,0,40,2,rk,0,,1,1940-06-26,85,1022,1945-08-07,80,1,9,998,9
38818,38818,96296,2025-06-30,0,0,147,11,67063,15280231,630,0,40,1,oa,0,,1,1943-12-07,81,981,2004-07-01,21,2,2,0,1
102016,102016,33414,2025-06-30,0,0,543,3,67065,41140321,310,0,40,1,so,163,,3,1967-10-03,57,695,1986-10-01,38,2,2,163,3
128404,128404,98936,2025-06-30,0,0,691,40,67065,41420321,240,0,40,1,oa,0,232.0,2,1965-05-22,60,723,2004-12-02,20,2,2,0,1
103480,103480,168056,2025-06-30,0,0,546,69,67059,11220512,110,0,40,2,oa,160,,3,1982-08-08,43,517,2022-11-01,2,4,9,998,9
136227,136227,15189,2025-06-30,0,0,732,4,67071,35192221,440,0,40,1,oa,0,,1,1953-12-10,71,861,1989-04-11,36,2,2,0,1
49553,49553,59425,2025-06-30,0,0,196,147,67063,15220411,610,0,40,1,ev,0,,1,1988-05-02,37,448,1988-05-02,37,1,9,998,9
81556,81556,154616,2025-06-30,0,0,393,10,67063,13240131,720,0,40,2,oa,436,,3,2001-11-09,23,286,2025-03-10,0,1,9,998,9
72595,72595,106470,2025-06-30,0,0,339,4,67071,31470121,430,0,40,2,oa,154,,3,1965-04-30,60,724,2010-11-16,14,4,9,998,9
101256,101256,123199,2025-06-30,0,0,532,15,67069,21131011,510,0,40,2,oa,0,,1,1957-06-22,68,818,2017-12-01,7,2,1,0,1
154360,154360,14926,2025-06-30,0,0,847,13,67069,23440211,530,0,40,2,rk,0,,1,1951-03-17,74,894,1951-03-17,74,3,9,998,9
102094,102094,144832,2025-06-30,0,0,543,46,67065,41120241,310,0,40,2,rk,0,,1,2023-02-02,2,31,2023-02-02,2,1,9,998,9
130851,130851,156153,2025-06-30,0,0,705,3,67067,41310711,240,0,40,2,oa,0,,1,2019-06-04,6,75,2019-06-04,6,1,9,998,9
173305,173305,127363,2025-06-30,0,0,948,79,67071,31321611,430,0,40,2,rk,0,,1,2019-02-11,6,79,2019-02-11,6,1,9,998,9
21080,21080,167296,2025-06-30,0,0,1125,15,67065,51390311,220,0,40,1,oa,163,,3,2023-10-27,1,22,2023-10-27,1,1,9,998,9
114985,114985,77213,2025-06-30,0,0,608,95,67063,15150421,630,0,40,2,oa,0,,1,1957-06-27,68,818,1957-06-27,68,2,1,0,1
24559,24559,161419,2025-06-30,0,0,1145,14,67071,31490431,420,0,40,2,oa,150,,3,1978-11-02,46,562,2020-06-09,5,2,1,150,3
111793,111793,22130,2025-06-30,0,0,592,22,67067,42111033,320,0,40,1,oa,0,,1,1959-10-17,65,791,2025-01-01,0,2,2,0,1
46008,46008,30036,2025-06-30,0,0,17,5,67071,31140121,410,0,40,1,so,0,,1,1997-01-29,28,343,1997-01-29,28,1,9,998,9
6895,6895,175890,2025-06-30,0,0,1035,64,67063,15230431,610,0,40,2,oa,475,,3,2018-01-05,7,92,2024-11-28,0,1,9,998,9
178665,178665,86052,2025-06-30,0,0,97,59,67069,21110621,510,0,40,2,oa,125,,3,1972-12-25,52,632,2014-05-05,11,2,1,0,2
162915,162915,102924,2025-06-30,0,0,890,50,67063,15140841,630,0,40,1,oa,0,238.0,2,2008-10-27,16,202,2008-10-27,16,1,9,998,9
66991,66991,64333,2025-06-30,0,0,294,23,67063,13230414,720,0,40,1,so,163,,3,1970-03-01,55,666,1988-03-04,37,2,2,163,3
73673,73673,42824,2025-06-30,0,0,342,3,67069,21130121,510,0,40,2,oa,0,,1,2004-04-08,21,257,2006-06-22,19,1,9,998,9
110834,110834,180817,2025-06-30,0,0,586,5,67065,51330321,220,0,40,1,oa,479,,3,1984-10-28,40,490,2023-08-09,2,2,2,998,9
149859,149859,124552,2025-06-30,0,0,813,43,67071,35121132,440,0,40,1,oa,0,,1,2018-10-30,6,82,2018-10-30,6,1,9,998,9
31683,31683,105581,2025-06-30,0,0,125,20,67059,11150641,110,0,40,1,oa,125,,3,1982-03-23,43,521,2010-10-01,14,5,9,998,9
74200,74200,171655,2025-06-30,0,0,348,12,67069,21110831,510,0,40,1,so,154,,3,1991-01-01,34,416,2023-03-01,2,1,9,998,9
69915,69915,99678,2025-06-30,0,0,317,200,67059,14170113,730,0,40,1,oa,163,,3,1966-07-27,59,709,2005-09-01,20,2,2,0,2
169622,169622,111150,2025-06-30,0,0,924,79,67061,12110412,210,0,40,1,so,134,,3,1989-10-07,35,431,2014-07-08,11,1,9,998,9
99918,99918,61080,2025-06-30,0,0,517,58,67071,31490511,420,0,40,2,ev,0,,1,1964-04-15,61,737,2000-02-29,25,2,1,0,1
159553,159553,146940,2025-06-30,0,0,870,2,67063,15210131,610,0,40,1,rk,152,,3,1971-05-31,54,651,2023-04-16,2,5,9,998,9
100110,100110,50472,2025-06-30,0,0,519,46,67065,52190212,230,0,40,1,oa,0,,1,1989-08-18,36,432,1989-08-18,36,1,9,998,9
37691,37691,111062,2025-06-30,0,0,145,55,67059,11140321,110,0,40,1,oa,273,,3,2014-07-13,11,134,2014-07-13,11,1,9,998,9
149383,149383,9019,2025-06-30,0,0,809,10,67069,23420311,530,0,40,2,oa,0,,1,1943-11-06,81,982,1967-07-31,58,3,9,998,9
53112,53112,122708,2025-06-30,0,0,216,140,67069,22141011,520,0,40,2,so,475,,3,2012-08-20,13,156,2018-08-09,7,1,9,998,9
106199,106199,128306,2025-06-30,0,0,560,11,67071,31140111,410,0,40,1,oa,0,,1,1968-05-31,57,687,2018-05-09,7,2,2,0,1
134852,134852,41130,2025-06-30,0,0,726,19,67071,35140221,440,0,40,1,so,163,,3,1993-03-21,32,389,1993-03-21,32,1,9,998,9
120976,120976,47288,2025-06-30,0,0,654,3,67063,13230211,720,0,40,1,oa,0,,1,1942-08-12,83,997,2025-01-01,0,3,9,998,9
79627,79627,95061,2025-06-30,0,0,370,8,67061,12120342,210,0,40,1,oa,150,170.0,3,1981-01-21,44,535,2003-12-14,21,2,2,170,3
19755,19755,140781,2025-06-30,0,0,1111,53,67069,22160221,520,0,40,1,oa,0,,1,1996-06-06,29,351,2020-03-01,5,1,9,998,9
160974,160974,37064,2025-06-30,0,0,881,34,67067,52161131,230,0,40,2,rk,0,137.0,2,1997-10-04,27,335,1997-10-04,27,1,9,998,9
31070,31070,18747,2025-06-30,0,0,120,29,67063,15270311,610,0,40,1,rk,137,,3,1986-09-15,39,468,1986-09-15,39,1,9,998,9
34767,34767,53692,2025-06-30,0,0,137,13,67059,13170611,710,0,40,1,so,134,,3,1955-05-05,70,844,1984-09-20,40,2,2,134,3
110915,110915,160074,2025-06-30,0,0,589,11,67069,21221431,510,0,40,1,oa,163,,3,1990-07-05,35,422,2024-10-23,0,1,9,998,9
